timestamp,MILL_OUTLET_TEMP,MILL_BEARING_VIB,MILL_MOTOR_CURRENT,BUNKER_COAL_TEMP,BELT_MISALIGNMENT,FURNACE_DRAFT_PRES,DRUM_LEVEL,MAIN_STEAM_TEMP,MAIN_STEAM_PRES,FEGT,FLAME_SCANNER,WATERWALL_TEMP,SHAFT_VIB,BEARING_METAL_TEMP,LUBE_OIL_PRES,STATOR_WINDING_TEMP,RPM,CONDENSER_VACUUM,CONDENSER_COND,HOTWELL_LEVEL,BFP_BEARING_VIB,DEAERATOR_LEVEL,GEN_DIFF_PROT,TRANSFORMER_DGA,TRANSFORMER_TEMP,BUCHHOLZ_RELAY,BREAKER_STATUS,STACK_SO2,STACK_OPACITY,ESP_FIELD_CURRENT,ID_FAN_VIB,FGD_SLURRY_PH
2026-07-08 17:38:11.564594+00:00,89.32,2.99,94.52,42.46,0.0,-7.91,0.0,533.76,129.38,1135.33,0.87,311.07,74.56,71.75,0.96,108.99,3195.83,-680.71,0.1,53.69,2.99,0.0,0.0,3.92,76.95,0.0,0.9,196.49,3.69,398.99,3.82,6.23
2026-07-08 17:38:14.586019+00:00,90.03,2.97,94.04,42.64,0.0,-7.96,0.0,533.89,128.58,1140.05,0.86,309.05,74.7,71.81,0.96,109.86,3170.0,-679.41,0.1,53.79,2.97,0.0,0.0,3.99,77.04,0.0,0.9,199.52,3.66,398.08,3.84,6.28
2026-07-08 17:38:17.606442+00:00,89.95,2.97,94.03,42.77,0.0,-8.07,0.0,538.73,129.01,1131.48,0.87,312.08,74.41,72.51,0.95,109.71,3155.37,-685.74,0.1,54.04,2.97,0.0,0.0,3.95,77.61,0.0,0.9,197.59,3.7,398.45,3.83,6.27
2026-07-08 17:38:20.628995+00:00,89.19,2.99,95.63,43.19,0.0,-8.03,0.0,543.24,127.5,1124.53,0.88,310.19,74.79,72.16,0.97,110.6,3130.31,-680.79,0.1,53.65,2.96,0.0,0.0,3.93,77.3,0.0,0.91,199.88,3.69,395.21,3.83,6.3
2026-07-08 17:38:23.648570+00:00,88.96,2.96,95.58,42.9,0.0,-8.07,0.0,542.62,128.6,1129.5,0.88,311.29,74.61,72.57,0.95,110.17,3135.92,-684.42,0.1,53.23,2.98,0.0,0.0,3.93,76.66,0.0,0.91,195.03,3.73,396.39,3.84,6.34
2026-07-08 17:38:26.660881+00:00,88.9,2.99,94.57,43.08,0.0,-8.07,0.0,537.49,126.51,1127.76,0.88,309.81,75.15,72.38,0.96,109.27,3135.43,-682.54,0.1,53.07,2.99,0.0,0.0,3.97,76.9,0.0,0.91,198.18,3.75,392.57,3.81,6.34
2026-07-08 17:38:29.676907+00:00,88.5,2.98,84.11,42.79,0.0,-7.93,0.0,533.3,126.91,1128.04,0.87,307.85,74.71,71.9,0.95,108.9,3164.68,-686.69,0.1,53.29,2.97,0.0,0.0,3.49,77.12,0.0,0.91,174.82,3.77,349.47,3.78,6.34
2026-07-08 17:38:32.688312+00:00,87.8,3.01,83.19,42.68,0.0,-7.95,0.0,532.99,127.36,1133.45,0.86,305.89,74.97,72.57,0.96,109.66,3165.81,-690.28,0.1,53.64,2.95,0.0,0.0,3.43,77.27,0.0,0.91,175.02,3.75,348.45,3.77,6.28
2026-07-08 17:38:35.698375+00:00,87.57,3.01,82.65,42.33,0.0,-8.07,0.0,531.2,127.08,1138.47,0.86,305.66,75.25,71.87,0.96,110.45,3181.24,-689.63,0.1,53.3,2.98,0.0,0.0,3.47,77.68,0.0,0.91,172.58,3.78,350.73,3.79,6.3
2026-07-08 17:38:38.708396+00:00,87.34,3.02,83.11,42.63,0.0,-8.1,0.0,530.98,129.48,1133.64,0.87,307.68,74.46,72.07,0.95,109.97,3176.78,-687.4,0.1,53.73,2.97,0.0,0.0,3.47,77.08,0.0,0.91,171.82,3.81,344.6,3.79,6.35
2026-07-08 17:38:41.730343+00:00,87.07,3.02,84.09,42.23,0.0,-8.05,0.0,534.81,128.61,1136.25,0.87,309.27,74.56,72.74,0.97,110.74,3166.76,-683.43,0.1,53.46,2.97,0.0,0.0,3.49,77.59,0.0,0.91,171.57,3.83,348.97,3.82,6.34
2026-07-08 17:38:44.747150+00:00,87.8,3.04,83.87,42.14,0.0,-8.0,0.0,533.05,128.42,1137.57,0.87,308.96,74.8,72.56,0.97,111.67,3140.81,-677.33,0.1,53.26,3.0,0.0,0.0,3.45,78.22,0.0,0.92,175.98,3.83,345.05,3.8,6.37
2026-07-08 17:38:47.754277+00:00,87.29,3.02,83.58,42.45,0.0,-8.02,0.0,529.37,128.44,1135.85,0.88,311.86,74.09,72.8,0.96,111.24,3121.45,-670.88,0.1,53.5,3.01,0.0,0.0,3.51,77.89,0.0,0.91,175.21,3.86,348.63,3.81,6.42
2026-07-08 17:38:50.767265+00:00,86.51,3.0,82.94,42.09,0.0,-7.98,0.0,523.87,126.49,1132.93,0.87,312.0,74.22,72.24,0.96,110.58,3151.34,-676.28,0.1,53.06,3.01,0.0,0.0,3.49,77.79,0.0,0.91,175.34,3.86,352.48,3.81,6.47
2026-07-08 17:38:53.777545+00:00,86.99,3.0,84.35,42.47,0.0,-7.98,0.0,526.57,127.61,1142.42,0.88,312.32,74.05,72.16,0.96,110.58,3154.92,-675.66,0.1,53.35,3.03,0.0,0.0,3.47,77.66,0.0,0.92,172.63,3.82,348.53,3.78,6.52
2026-07-08 17:38:56.785995+00:00,87.14,3.02,82.98,42.91,0.0,-8.02,0.0,521.46,126.43,1151.85,0.88,310.82,73.67,71.84,0.96,110.97,3155.01,-677.06,0.1,53.54,3.01,0.0,0.0,3.46,78.09,0.0,0.91,175.35,3.85,352.3,3.77,6.48
2026-07-08 17:38:59.790362+00:00,87.5,3.04,82.97,42.73,0.0,-8.03,0.0,521.84,128.67,1157.29,0.87,311.71,74.32,71.95,0.97,110.43,3165.31,-678.07,0.1,53.62,3.0,0.0,0.0,3.45,77.65,0.0,0.92,175.94,3.83,344.11,3.76,6.47
2026-07-08 17:40:14.685976+00:00,85.34,3.02,119.59,44.59,0.0,-10.09,0.0,572.84,158.45,1059.22,1.0,317.26,79.8,74.88,1.21,105.38,2982.55,-655.02,0.1,49.98,2.98,0.0,0.0,5.0,70.25,0.0,0.99,250.7,4.04,499.75,3.53,5.55
2026-07-08 17:40:26.975583+00:00,85.99,3.05,118.93,44.53,0.0,-10.09,0.0,574.58,161.26,1049.83,0.99,319.68,80.16,74.76,1.19,105.76,2960.47,-660.93,0.1,50.47,3.01,0.0,0.0,5.05,69.93,0.0,0.99,251.37,4.05,501.86,3.5,5.56
2026-07-08 17:40:30.039311+00:00,85.26,3.02,120.67,44.65,0.0,-10.05,0.0,574.44,159.58,1047.78,0.98,321.45,79.64,75.5,1.2,106.43,2956.14,-665.97,0.1,50.19,3.01,0.0,0.0,4.97,69.84,0.0,0.99,252.26,4.05,497.03,3.48,5.56
2026-07-08 17:40:33.062496+00:00,86.05,3.01,120.35,44.4,0.0,-9.95,0.0,574.72,161.37,1047.7,0.99,320.5,79.22,75.57,1.19,105.64,2983.77,-664.02,0.1,50.37,2.99,0.0,0.0,5.02,69.96,0.0,0.99,247.66,4.04,499.27,3.47,5.55
2026-07-08 17:40:36.105602+00:00,85.71,3.04,119.75,44.26,0.0,-10.01,0.0,578.32,160.55,1049.33,1.0,322.79,79.49,75.68,1.2,106.15,3013.62,-667.77,0.1,50.86,3.02,0.0,0.0,5.02,70.17,0.0,0.99,252.09,4.02,498.49,3.48,5.57
2026-07-08 17:40:39.229180+00:00,85.33,3.07,121.1,44.33,0.0,-9.97,0.0,573.06,159.63,1054.48,1.0,325.36,79.46,76.01,1.21,105.91,3042.94,-667.91,0.1,51.32,3.04,0.0,0.0,4.99,70.42,0.0,0.98,248.83,4.02,503.65,3.45,5.56
2026-07-08 17:40:42.269631+00:00,85.78,3.04,120.69,44.05,0.0,-9.92,0.0,567.59,160.76,1045.49,1.0,327.79,79.88,75.88,1.21,105.91,3039.64,-663.6,0.1,51.53,3.02,0.0,0.0,5.05,70.12,0.0,0.99,251.77,4.04,496.42,3.43,5.51
2026-07-08 17:40:45.289361+00:00,85.14,3.01,121.0,44.29,0.0,-9.91,0.0,567.03,159.03,1044.04,1.0,330.01,80.18,76.34,1.19,106.42,3041.24,-664.45,0.1,51.34,3.03,0.0,0.0,4.98,69.66,0.0,0.99,251.24,4.02,504.45,3.4,5.52
2026-07-08 17:40:48.315973+00:00,85.12,3.04,118.8,44.53,0.0,-10.04,0.0,566.31,160.91,1050.97,1.0,331.42,80.26,76.93,1.2,106.23,3013.38,-669.93,0.1,51.26,3.0,0.0,0.0,4.98,69.42,0.0,0.98,250.31,4.04,496.44,3.42,5.56
2026-07-08 17:40:51.332299+00:00,85.88,3.03,119.92,44.56,0.0,-10.03,0.0,570.72,159.59,1045.23,1.0,329.87,79.92,77.45,1.19,106.28,3014.32,-671.71,0.1,51.09,3.01,0.0,0.0,5.0,69.53,0.0,0.99,250.37,4.06,496.86,3.43,5.53
2026-07-08 17:40:54.355517+00:00,85.05,3.05,118.94,44.69,0.0,-9.94,0.0,573.06,158.5,1036.53,1.0,328.59,79.44,77.11,1.21,107.19,2996.54,-666.42,0.1,51.42,2.99,0.0,0.0,5.0,68.92,0.0,0.99,250.17,4.05,502.52,3.47,5.58
2026-07-08 17:40:57.388209+00:00,85.09,3.03,120.72,44.54,0.0,-10.09,0.0,571.91,159.46,1036.94,1.0,330.92,79.06,77.29,1.2,106.27,3007.44,-664.0,0.1,51.0,3.0,0.0,0.0,5.03,68.62,0.0,0.98,250.17,4.01,502.65,3.47,5.61
2026-07-08 17:41:00.415157+00:00,85.2,3.03,120.03,44.18,0.0,-10.03,0.0,573.5,161.18,1028.33,1.0,333.04,79.08,77.46,1.2,106.92,3019.75,-659.28,0.1,50.77,2.98,0.0,0.0,5.04,69.04,0.0,0.98,248.83,4.04,496.08,3.5,5.64
2026-07-08 17:41:03.445050+00:00,84.7,3.04,119.3,44.21,0.0,-10.0,0.0,570.95,160.52,1038.54,1.0,334.53,79.51,77.41,1.2,105.88,2993.88,-661.98,0.1,50.7,2.98,0.0,0.0,4.97,68.61,0.0,0.98,248.23,4.07,497.02,3.51,5.64
2026-07-08 17:41:06.494365+00:00,85.24,3.04,119.32,44.29,0.0,-10.06,0.0,568.33,159.55,1041.89,1.0,337.23,78.89,77.45,1.2,106.14,2980.97,-665.28,0.1,50.69,3.0,0.0,0.0,4.98,68.66,0.0,0.97,252.08,4.08,497.72,3.51,5.59
2026-07-08 17:41:09.524804+00:00,86.0,3.03,119.15,43.85,0.0,-10.04,0.0,568.51,161.23,1050.86,1.0,338.84,78.87,77.05,1.2,106.6,2967.76,-664.91,0.1,50.85,2.98,0.0,0.0,4.99,68.7,0.0,0.97,250.53,4.1,504.16,3.53,5.64
2026-07-08 17:41:12.549766+00:00,86.15,3.02,119.35,43.53,0.0,-9.97,0.0,571.94,160.81,1046.2,0.99,340.15,78.44,77.57,1.21,107.03,2953.77,-658.63,0.1,50.64,3.0,0.0,0.0,5.01,68.98,0.0,0.97,249.01,4.13,501.07,3.56,5.67
2026-07-08 17:41:15.569220+00:00,86.62,3.02,121.04,43.51,0.0,-10.04,0.0,566.38,159.93,1046.85,1.0,339.34,77.97,77.79,1.2,107.95,2968.1,-659.13,0.1,50.54,3.02,0.0,0.0,5.01,69.3,0.0,0.97,250.56,4.13,495.37,3.55,5.65
2026-07-08 17:41:18.588813+00:00,86.87,3.03,121.06,43.33,0.0,-10.09,0.0,568.48,159.75,1056.96,1.0,336.87,77.27,77.75,1.21,108.43,2975.25,-663.26,0.1,50.43,3.01,0.0,0.0,4.98,69.39,0.0,0.98,249.32,4.1,496.48,3.53,5.65
2026-07-08 17:41:21.604033+00:00,87.32,3.06,120.74,43.24,0.0,-10.09,0.0,565.28,160.55,1066.33,1.0,335.29,77.35,77.82,1.2,108.2,2993.12,-663.67,0.1,50.79,2.98,0.0,0.0,5.01,69.5,0.0,0.98,250.02,4.07,496.81,3.55,5.7
2026-07-08 17:41:24.628550+00:00,87.66,3.07,119.8,43.5,0.0,-9.96,0.0,560.34,161.6,1072.04,1.0,336.43,78.03,77.51,1.19,107.23,2987.06,-659.95,0.1,50.81,2.97,0.0,0.0,5.04,69.65,0.0,0.98,251.29,4.08,503.83,3.58,5.7
2026-07-08 17:41:27.652643+00:00,87.04,3.06,119.66,43.33,0.0,-9.92,0.0,556.73,159.72,1079.6,1.0,336.5,78.82,77.36,1.2,108.0,3008.0,-664.08,0.1,50.36,2.99,0.0,0.0,4.99,69.66,0.0,0.98,249.74,4.05,502.35,3.56,5.67
2026-07-08 17:41:30.671801+00:00,87.46,3.05,119.37,42.98,0.0,-10.09,0.0,554.73,160.8,1087.21,0.99,339.17,79.4,77.51,1.19,108.2,2978.15,-659.21,0.1,49.92,3.01,0.0,0.0,4.97,69.81,0.0,0.97,248.84,4.01,504.6,3.55,5.66
2026-07-08 17:41:33.685618+00:00,88.02,3.06,119.75,42.62,0.0,-9.97,0.0,554.97,160.36,1079.05,0.99,339.06,79.7,77.57,1.2,108.56,2957.84,-660.29,0.1,50.37,3.02,0.0,0.0,5.04,69.18,0.0,0.97,249.02,4.05,498.28,3.56,5.65
2026-07-08 17:41:36.695007+00:00,87.46,3.07,119.19,42.76,0.0,-10.02,0.0,553.76,160.24,1088.78,0.98,338.71,79.3,77.77,1.2,107.61,2950.87,-659.7,0.1,50.32,3.04,0.0,0.0,4.99,69.88,0.0,0.97,248.18,4.02,497.73,3.56,5.67
2026-07-08 17:41:39.712150+00:00,86.97,3.05,118.94,42.61,0.0,-10.03,0.0,549.52,160.71,1082.54,0.97,336.78,79.94,78.45,1.2,108.46,2954.88,-658.86,0.1,50.53,3.07,0.0,0.0,4.96,70.31,0.0,0.97,250.49,3.98,499.92,3.57,5.65
2026-07-08 17:41:42.724617+00:00,87.55,3.04,118.89,42.97,0.0,-9.92,0.0,552.68,159.93,1092.78,0.97,334.19,79.94,78.12,1.21,109.21,2946.19,-659.17,0.1,50.3,3.04,0.0,0.0,5.03,69.79,0.0,0.98,248.12,4.02,497.9,3.61,5.63
2026-07-08 17:41:45.741729+00:00,87.03,3.02,119.26,43.07,0.0,-9.97,0.0,549.05,160.91,1100.89,0.96,334.56,79.22,77.61,1.21,109.11,2945.41,-655.28,0.1,50.46,3.06,0.0,0.0,5.0,69.65,0.0,0.98,247.93,4.05,503.24,3.62,5.68
2026-07-08 17:41:48.752735+00:00,86.89,3.05,119.84,43.06,0.0,-10.08,0.0,549.8,159.07,1091.73,0.96,333.35,78.72,76.98,1.19,109.18,2935.74,-661.34,0.1,50.23,3.08,0.0,0.0,5.04,69.68,0.0,0.98,251.14,4.01,495.47,3.61,5.73
2026-07-08 17:41:51.767703+00:00,86.3,3.07,121.14,43.15,0.0,-9.9,0.0,547.67,161.0,1095.14,0.96,334.32,78.73,76.81,1.2,110.03,2929.76,-664.1,0.1,50.49,3.06,0.0,0.0,4.99,70.09,0.0,0.99,250.82,4.02,503.84,3.6,5.7
2026-07-08 17:41:54.780362+00:00,86.56,3.08,120.84,43.14,0.0,-9.93,0.0,543.63,160.99,1102.38,0.96,331.46,78.65,77.55,1.2,110.91,2938.96,-667.61,0.1,50.22,3.07,0.0,0.0,5.01,69.62,0.0,0.98,250.29,4.05,498.6,3.61,5.74
2026-07-08 17:41:57.794254+00:00,86.17,3.05,120.12,43.31,0.0,-9.91,0.0,545.97,161.16,1096.63,0.96,333.52,79.41,77.56,1.19,110.58,2968.81,-674.0,0.1,50.51,3.08,0.0,0.0,4.97,69.35,0.0,0.99,249.19,4.03,503.38,3.6,5.78
2026-07-08 17:42:00.812404+00:00,85.86,3.05,120.1,42.95,0.0,-10.04,0.0,544.52,160.07,1106.14,0.95,335.93,80.11,77.16,1.21,109.74,2996.84,-672.43,0.1,50.63,3.09,0.0,0.0,5.04,68.96,0.0,0.99,249.29,4.02,500.96,3.6,5.82
2026-07-08 17:42:03.821073+00:00,85.35,3.05,121.09,42.76,0.0,-9.98,0.0,539.91,161.43,1097.61,0.95,334.95,79.64,77.1,1.21,109.84,2976.43,-666.57,0.1,50.7,3.06,0.0,0.0,5.03,69.48,0.0,0.98,249.37,4.05,498.19,3.63,5.86
2026-07-08 17:42:06.837530+00:00,84.94,3.07,119.94,42.6,0.0,-9.98,0.0,537.01,160.19,1098.36,0.95,334.63,79.94,77.69,1.19,109.05,2946.72,-666.76,0.1,50.58,3.04,0.0,0.0,5.0,69.44,0.0,0.97,250.46,4.02,500.44,3.6,5.84
2026-07-08 17:42:09.858806+00:00,84.23,3.08,119.07,42.95,0.0,-9.97,0.0,542.08,160.08,1094.77,0.95,332.89,79.9,77.74,1.19,109.31,2926.63,-665.78,0.1,50.33,3.01,0.0,0.0,4.96,69.54,0.0,0.98,249.64,4.04,498.66,3.61,5.85
2026-07-08 17:42:12.866659+00:00,84.5,3.1,120.22,42.88,0.0,-10.03,0.0,541.73,160.74,1086.41,0.95,335.88,79.62,78.17,1.19,109.44,2934.39,-660.72,0.1,50.45,3.03,0.0,0.0,4.97,69.25,0.0,0.98,248.42,4.05,503.5,3.6,5.86
2026-07-08 17:42:15.876496+00:00,84.54,3.1,121.07,42.95,0.0,-10.0,0.0,543.77,161.49,1090.49,0.94,337.14,79.27,77.9,1.21,108.46,2947.86,-661.6,0.1,50.81,3.03,0.0,0.0,5.04,69.31,0.0,0.98,251.52,4.01,498.89,3.58,5.87
2026-07-08 17:42:18.891490+00:00,84.28,3.08,120.81,42.92,0.0,-9.96,0.0,541.6,158.84,1094.62,0.93,336.0,79.23,77.56,1.2,108.03,2953.76,-657.76,0.1,50.36,3.03,0.0,0.0,5.05,69.85,0.0,0.98,251.69,3.98,496.58,3.59,5.91
2026-07-08 17:42:21.897464+00:00,83.52,3.05,119.62,42.51,0.0,-9.9,0.0,537.38,160.91,1098.07,0.94,334.23,79.53,77.34,1.19,108.52,2967.29,-661.6,0.1,50.39,3.05,0.0,0.0,5.03,69.72,0.0,0.98,252.42,3.97,495.23,3.58,5.92
2026-07-08 17:42:24.916637+00:00,83.2,3.04,118.97,42.5,0.0,-9.98,0.0,538.53,158.51,1101.75,0.94,334.84,78.97,77.48,1.19,107.6,2949.65,-663.62,0.1,50.58,3.07,0.0,0.0,4.98,69.96,0.0,0.98,252.12,4.0,502.36,3.59,5.9
2026-07-08 17:42:27.934405+00:00,83.45,3.06,120.93,42.85,0.0,-10.09,0.0,533.17,160.79,1094.36,0.95,335.45,79.18,77.95,1.2,106.86,2934.0,-659.74,0.1,50.14,3.1,0.0,0.0,5.02,70.07,0.0,0.98,250.1,4.0,500.07,3.58,5.91
2026-07-08 17:42:30.964556+00:00,82.72,3.07,120.3,42.93,0.0,-9.96,0.0,534.33,159.23,1102.72,0.95,335.16,79.18,77.52,1.21,106.72,2934.97,-657.11,0.1,50.55,3.13,0.0,0.0,4.96,70.51,0.0,0.99,247.92,3.96,497.08,3.6,5.9
2026-07-08 17:42:33.984166+00:00,83.01,3.05,109.51,43.07,0.0,-9.11,0.0,534.24,146.82,1112.67,0.95,332.03,79.51,77.38,1.09,107.64,2917.52,-651.73,0.1,50.27,3.14,0.0,0.0,4.57,70.3,0.0,0.99,232.28,3.99,459.21,3.59,5.92
2026-07-08 17:42:37.004347+00:00,83.29,3.04,111.28,43.05,0.0,-9.18,0.0,537.52,145.96,1107.29,0.96,334.15,78.96,77.41,1.11,106.59,2907.27,-645.87,0.1,49.9,3.13,0.0,0.0,4.61,70.6,0.0,0.99,232.02,4.01,460.37,3.57,5.96
2026-07-08 17:42:40.026305+00:00,82.57,3.02,110.6,42.92,0.0,-9.12,0.0,536.58,148.52,1114.58,0.96,332.09,79.64,77.78,1.1,105.86,2881.93,-648.03,0.1,50.21,3.13,0.0,0.0,4.64,71.28,0.0,1.0,228.53,4.05,458.32,3.55,5.95
2026-07-08 17:42:43.130480+00:00,82.14,3.0,109.89,43.34,0.0,-9.19,0.0,535.68,148.18,1106.06,0.95,334.14,79.9,77.48,1.11,105.03,2877.03,-654.51,0.1,50.25,3.15,0.0,0.0,4.62,71.05,0.0,1.0,229.61,4.01,463.77,3.52,6.01
2026-07-08 17:42:46.269399+00:00,82.8,2.98,110.89,42.89,0.0,-9.26,0.0,530.11,146.33,1111.08,0.94,330.94,79.4,78.17,1.11,105.27,2897.35,-654.55,0.1,49.82,3.17,0.0,0.0,4.63,70.55,0.0,1.0,231.55,3.97,462.23,3.52,5.98
2026-07-08 17:42:49.306574+00:00,83.23,2.99,109.7,42.76,0.0,-9.17,0.0,528.05,146.56,1103.45,0.94,333.66,79.27,77.95,1.1,105.76,2900.86,-651.26,0.1,49.47,3.16,0.0,0.0,4.56,70.23,0.0,0.99,227.82,3.94,461.4,3.51,5.96
2026-07-08 17:42:52.333685+00:00,82.7,2.98,110.65,42.4,0.0,-9.2,0.0,523.54,148.94,1109.24,0.95,335.0,79.1,77.26,1.11,106.49,2877.03,-652.18,0.1,49.58,3.19,0.0,0.0,4.58,70.18,0.0,1.0,232.17,3.95,459.52,3.5,5.92
2026-07-08 17:42:55.347988+00:00,82.8,2.97,111.13,42.23,0.0,-9.16,0.0,524.18,145.75,1118.01,0.94,332.62,79.42,77.91,1.1,106.23,2848.74,-654.78,0.1,49.92,3.21,0.0,0.0,4.65,70.41,0.0,0.99,231.81,3.93,461.96,3.48,5.95
2026-07-08 17:42:58.369008+00:00,82.7,2.95,111.4,42.28,0.0,-9.14,0.0,527.77,146.38,1119.04,0.94,333.58,79.51,78.0,1.11,105.84,2861.08,-655.92,0.1,49.83,3.18,0.0,0.0,4.58,71.03,0.0,0.98,229.62,3.92,455.85,3.5,5.95
2026-07-08 17:43:01.384473+00:00,82.5,2.93,109.47,42.36,0.0,-9.13,0.0,526.33,147.57,1110.86,0.94,336.36,80.3,77.57,1.11,105.47,2858.65,-650.72,0.1,50.08,3.17,0.0,0.0,4.56,70.72,0.0,0.98,231.51,3.88,458.17,3.51,5.98
2026-07-08 17:43:04.399979+00:00,81.66,2.94,110.19,42.73,0.0,-9.24,0.0,528.12,148.58,1120.58,0.95,333.34,81.07,77.64,1.1,106.35,2877.81,-649.07,0.1,50.55,3.14,0.0,0.0,4.63,70.04,0.0,0.98,232.49,3.91,459.56,3.49,5.98
2026-07-08 17:43:07.414922+00:00,81.82,2.94,111.42,43.03,0.0,-9.21,0.0,528.67,145.98,1128.61,0.95,332.19,81.43,77.18,1.1,107.09,2898.01,-648.14,0.1,50.21,3.17,0.0,0.0,4.62,69.67,0.0,0.97,231.07,3.89,459.38,3.51,5.94
2026-07-08 17:43:10.430885+00:00,81.96,2.92,110.8,43.3,0.0,-9.2,0.0,532.05,146.31,1129.55,0.96,330.13,81.8,76.92,1.11,107.57,2914.02,-653.6,0.1,50.09,3.15,0.0,0.0,4.62,69.84,0.0,0.97,229.41,3.91,463.4,3.53,5.9
2026-07-08 17:43:13.449715+00:00,82.6,2.9,109.47,43.56,0.0,-9.2,0.0,532.31,147.36,1132.25,0.96,329.49,81.05,76.57,1.1,107.31,2908.41,-652.7,0.1,50.46,3.14,0.0,0.0,4.57,69.57,0.0,0.96,231.83,3.93,463.6,3.55,5.91
2026-07-08 17:43:16.470627+00:00,83.06,2.87,110.94,43.38,0.0,-9.24,0.0,536.82,148.49,1133.75,0.96,332.38,80.68,76.91,1.11,107.31,2905.05,-652.73,0.1,50.36,3.13,0.0,0.0,4.63,68.9,0.0,0.96,232.42,3.91,459.22,3.58,5.87
2026-07-08 17:43:19.501495+00:00,82.76,2.89,111.52,43.07,0.0,-9.3,0.0,539.3,146.89,1124.47,0.96,334.33,80.55,76.92,1.11,107.64,2905.81,-648.17,0.1,50.41,3.14,0.0,0.0,4.58,69.14,0.0,0.96,228.46,3.93,458.8,3.55,5.89
